id,tier,score,company_name,website,city,state,main_phone,public_business_email,decision_maker,decision_maker_email,num_locations,services,why_they_qualify,likely_vendors,current_shop_software,personalization_point,source_urls,data_confidence,outreach_status,reply_status,next_action
50,B,7,TCB Truck Service,tcbtruckservice.com,Memphis,TN,901-410-8946,,,,1,"Medium to heavy-duty truck repair; commercial fleet maintenance; mobile repair; preventive maintenance","Three-bay shop with a team whose combined experience exceeds 30 years, in a major national freight hub (Memphis).","(no public evidence)","(no public evidence)","Three-bay shop in Memphis with over 30 years of combined mechanic experience.",https://www.tcbtruckservice.com/ | https://www.tcbtruckservice.com/services/preventive-maintenance,"Name/city/phone/bays: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
51,B,6,United Diesel Power,uniteddieselpower.com,Memphis,TN,901-619-4344,,,,1,"Medium to heavy-duty truck repair; RV/truck/trailer repair; roadside assistance; 24/7","Serving Memphis commercial customers since 2011 with 28+ years of industry experience, in a top-tier national freight hub.","(no public evidence)","(no public evidence)","Serving Memphis commercial customers since 2011, backed by 28+ years in diesel truck repair.",https://uniteddieselpower.com/ | https://uniteddieselpower.com/services/,"Name/city/phone/tenure: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
52,B,6,Lone Star Tire & Diesel Service,lonestartds.com,Dallas,TX,972-215-7477,,,,1,"Detroit Diesel truck repair; tire service","Detroit Diesel specialist — engine work carries the highest core values. Tire operations add casing credits.","Detroit Diesel channel implied by specialisation; tire manufacturers implied by tire operations","(no public evidence)","Detroit Diesel repair specialist at 2669 Dowdy Ferry Road in Dallas.",https://www.lonestartds.com/manufacturers/detroit-diesel,"Name/city/address/phone/specialty: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
53,B,6,Diesels of Dallas,info-dieselsofdallas.com,Dallas,TX,(469) 776-9580,,,,1,"Complete diesel truck services; engine repair; diesel engine rebuilds; performance upgrades; custom builds","Performs full diesel engine rebuilds — the single highest core-value job category in the industry.","(no public evidence)","(no public evidence)","Does complete diesel engine rebuilds and custom truck builds from 1316 W Commerce St in Dallas.",https://info-dieselsofdallas.com/,"Name/city/address/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
54,B,6,Houston Performance Diesel,houstonperformancediesel.com,Houston,TX,713-943-7618,,,,1,"Engine repairs; transmission repairs; electrical; drivetrain; heavy equipment repair","Does engine, transmission and drivetrain work plus heavy equipment — the three highest core-value truck categories plus hydraulics.","(no public evidence)","(no public evidence)","Covers engine, transmission and drivetrain work plus a dedicated heavy equipment repair line.",https://www.houstonperformancediesel.com/services/heavy-equipment-repair,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
55,B,6,A1 Fleet Service,UNKNOWN,Houston,TX,713-505-3379,,,,1,"Transmission and driveline repair; engine work; heavy-duty fleet maintenance","Transmission and driveline work carries very high core values; positioned as a fleet maintenance provider (recurring parts volume).","(no public evidence)","(no public evidence)","Transmission and driveline specialist at 7425 E Mount Houston Road.",https://www.4roadservice.com/houston-texas/truck-repair,"Name/city/address/phone: from directory listing. Website: NOT FOUND. Email: NOT VERIFIED.",Not started,,Find website; verify phone; find owner name
56,B,6,SDR Dallas Truck Trailer & Tire,sdrdallas.com,Hutchins,TX,,,,,1,"Advanced diagnostics; transmission repairs; preventive maintenance; tire; mobile truck repair across DFW","Transmission repair plus tire operations (casing credits) plus a PM program; located in the Hutchins/Dallas inland port freight cluster.","Tire manufacturers (casing credit programs) — inferred from tire operations","(no public evidence)","Fully equipped for advanced diagnostics and transmission repairs, with mobile coverage across the whole Dallas metro.",https://sdrdallas.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
57,B,6,TAT Express Inc,tatexpressinc.com,Hutchins,TX,(972) 225-3017,,,,1,"Heavy duty truck repair; diesel truck repair","Heavy-duty repair operation in the Hutchins inland port area south of Dallas — a dense freight corridor.","(no public evidence)","(no public evidence)","Heavy-duty truck repair serving the Hutchins and South Dallas freight corridor (75241).",https://tatexpressinc.com/heavy-duty-truck-repair-hutchins-tx/,"Name/city/phone: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
58,B,6,Texas Truck and Trailer Repair,texastruckandtrailer.com,San Antonio,TX,,,,,1,"Truck and trailer repair; diesel engine service; fleet maintenance; 24/7 roadside","Full truck-and-trailer plus diesel engine service with a fleet maintenance program in a major Texas freight market.","(no public evidence)","(no public evidence)","Provides complete heavy-duty diesel, truck and trailer repair plus fleet maintenance from their San Antonio shop.",https://www.texastruckandtrailer.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
59,B,6,AFS Truck Repair Center,afsrepairs.com,San Antonio,TX,,,,,1,"Fleet truck and trailer repair; preventative maintenance; diagnostics; DOT inspections; diesel repair; mobile service","Specialises exclusively in fleet commercial vehicle repair — fleet-only focus implies recurring, high-volume parts purchasing.","(no public evidence)","(no public evidence)","Specialises exclusively in fleet truck and trailer repair for commercial vehicles, rather than retail work.",https://www.afsrepairs.com/san-antonio-fleet-services/location-san-antonio-tx/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
60,B,6,Myles Truck Repair,mylestruckrepair.com,Atlanta,GA,,,,,Multi,"Truck repair shops across Georgia; heavy-duty truck service","Opened by a family with generations in trucking who originally serviced their own fleet, then expanded to multiple Georgia locations.","(no public evidence)","(no public evidence)","Started when a trucking family began servicing their own heavy-duty fleet, then grew it into a repair business across Georgia.",https://www.mylestruckrepair.com/,"Name/state/origin story: search-verified. City/phone/email/location count: NOT VERIFIED.",Not started,,Verify locations and phone; find owner name
61,B,6,CS Truck & Trailer,csrepair.com,Atlanta,GA,,,,,1,"Engine repair; brake and suspension repair; welding and structural fixes; heavy-duty trucks and trailers","Full range of heavy-duty work including engine repair (high core value) and structural welding.","(no public evidence)","(no public evidence)","Full-service heavy-duty shop covering engine work, brakes, suspension and structural welding.",https://csrepair.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
62,B,6,Big Moe Spring & Alignment,bigmoega.com,Atlanta,GA,,,,,1,"Suspension repairs; wheel alignments; driveshaft services; brake repairs; truck and trailer","Spring, suspension and driveshaft specialist — driveshaft and brake components carry core charges and are frequently returned.","(no public evidence)","(no public evidence)","Specialises in springs, suspension, alignment and driveshaft service for trucks and trailers in Atlanta.",https://www.bigmoega.com/atlanta-fleet-repair,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
63,B,6,Status Truck and Trailer Repair,semitruckrepairatlanta.com,Forest Park,GA,,,,,1,"Semi truck repair; trailer repair; PM service","Semi and trailer repair with a PM program in Forest Park, immediately adjacent to Atlanta's main freight and intermodal corridor.","(no public evidence)","(no public evidence)","Semi truck, trailer and PM service based in Forest Park, on Atlanta's south-side freight corridor.",https://www.semitruckrepairatlanta.com | https://statustrucks.com/status-semi-truck-repair/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
64,B,6,Atlanta Truck Repair,atltruckrepair.com,Atlanta,GA,,,,,1,"Commercial truck & trailer service; heavy-duty repairs; certified technicians","Heavy-duty truck and trailer repair with certified technicians in a top-five US freight market.","(no public evidence)","(no public evidence)","Commercial heavy-duty truck and trailer repair with certified technicians in Atlanta.",https://atltruckrepair.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
65,B,6,OnSite Truck & Equipment Repair,onsiterepairllc.com,Fontana,CA,(951) 588-8000,,,,1,"Truck repair; maintenance; trailer repair; diesel fleet services","Located in Fontana, the heart of the Inland Empire logistics corridor — one of the highest truck-density markets in the US. Equipment repair adds hydraulic cores.","(no public evidence)","(no public evidence)","Truck, trailer and equipment repair in Fontana, at the centre of the Inland Empire logistics corridor.",https://www.onsiterepairllc.com/ | https://www.onsiterepairllc.com/services/trailer-repair,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
66,B,6,EIP Diesel Repair,eipdiesel.com,Fontana,CA,,,,,1,"Heavy-duty diesel collision repair; truck and trailer alignment; warranty repairs; frame straightening","Does warranty repairs — warranty credits fail exactly like core credits. Collision work adds a separate insurance-driven vendor channel.","(no public evidence)","(no public evidence)","Does frame straightening, alignment and warranty repairs on heavy-duty diesel trucks in Fontana.",https://www.eipdiesel.com/repairs/collision-repair,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner — LEAD WITH WARRANTY CREDITS ANGLE
67,B,6,American Truck & Trailer Repair,americanrepairtowing.com,Stockton,CA,,,,,1,"HD truck repair; semi-trucks, box trucks, dump trucks, buses, commercial diesel fleets; engine, drivetrain, brake, electrical, aftertreatment","Engine, drivetrain and aftertreatment (DPF/DEF) work — all high-core-value. Stockton is a major Central Valley freight hub.","(no public evidence)","(no public evidence)","Handles engine, drivetrain and aftertreatment work for semi, box, dump trucks and buses from their shop at 2969 Loomis Rd.",https://www.americanrepairtowing.com/heavy-duty-truck-repair-stockton-ca,"Name/city/address/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
68,B,6,Sacramento Truck & Trailer Repair,sttrepairs.com,Sacramento,CA,,,,,1,"Engine repair; diagnostics; aftertreatment; preventative maintenance; custom specialty services; owner-operators and commercial fleets","Engine repair and aftertreatment work (high core value) with a PM program serving commercial fleets.","(no public evidence)","(no public evidence)","Covers engine repair, diagnostics and aftertreatment plus preventative maintenance for commercial fleets in Sacramento.",https://sttrepairs.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
69,B,6,Capital Diesel,gocapitaldiesel.com,Sacramento,CA,(916) 949-4882,,,,1,"Semi trucks & trailers fleet services; mobile truck repair","Dedicated fleet services line for semi trucks and trailers in the Sacramento freight corridor.","(no public evidence)","(no public evidence)","Runs a dedicated semi truck and trailer fleet services program in Sacramento.",https://gocapitaldiesel.com/fleet-service/ | https://gocapitaldiesel.com/,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
70,B,6,ABC Mobile Truck,westsactrucklube.com,West Sacramento,CA,,,,,1,"Heavy duty diesel mechanic shop; emergency roadside; mobile repairs; on-site fleet services; lube","Family owned and veteran operated with three service trucks and a lube trailer plus a shop — a real fixed operation, not a one-van outfit.","(no public evidence)","(no public evidence)","Family owned and veteran operated, running three fully equipped service trucks and a lube trailer out of West Sacramento.",https://westsactrucklube.com/,"Name/city/ownership/fleet size: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
71,B,6,The Service Company,truckserviceco.com,Columbus,OH,(614) 870-3982,,,,1,"Engine, drivetrain, HVAC and trailer repair; heavy-duty truck service","Engine and drivetrain work (high core value) plus HVAC and trailer, in the Columbus freight and distribution hub.","(no public evidence)","(no public evidence)","Covers engine, drivetrain, HVAC and trailer repair from 575 Manor Park Dr in Columbus.",https://www.truckserviceco.com/columbus,"Name/city/address/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
72,B,6,FC Diesel,fcdiesel.com,Columbus,OH,614-633-7235,,,,1,"Semi truck repair; trailer repair; fleet service","Semi, trailer and fleet service at a fixed Columbus address in a major national distribution hub.","(no public evidence)","(no public evidence)","Semi truck, trailer and fleet service at 2155 Alum Creek Dr in Columbus.",https://www.fcdiesel.com/services,"Name/city/address/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
73,B,6,Fleetbarn,fleetbarn.com,Columbus,OH,,,,,1,"Truck and trailer repair; mobile truck service; emergency roadside; reefer repair; heavy-duty diesel","Reefer repair adds a distinct high-value vendor channel (Thermo King / Carrier) on top of truck parts.","Refrigeration unit channels implied by reefer repair","(no public evidence)","Truck, trailer and reefer repair from 3781 Sullivant Ave in Columbus.",https://fleetbarn.com/,"Name/city/address/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner — LEAD WITH REEFER PARTS ANGLE
74,B,6,B&B Truck & Trailer Repair,bandbtruckandtrailer.com,Columbus,OH,,,,,1,"Truck & trailer repair","Independent truck and trailer repair in the Columbus distribution hub.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — no specific detail surfaced in search. Do not send until a real personalization point is found.",https://bandbtruckandtrailer.com/,"Name/city: search-verified. Everything else: NOT VERIFIED.",Not started,,Research site for bays/tenure/services before contacting
75,B,6,Mainline Truck Service,mainlinetruck.com,Cleveland,OH,440-439-7777,,,,1,"Maintenance, repair and enhancement for light, medium and heavy-duty commercial trucks","Full commercial truck service across all duty classes in the Cleveland freight corridor.","(no public evidence)","(no public evidence)","Handles maintenance, repair and enhancement across light, medium and heavy-duty commercial trucks in Cleveland.",https://www.mainlinetruck.com/commercial-truck-repair,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
76,B,6,A1 World Truck Repair,a1worldtruck.com,Cleveland,OH,,,,,2,"Truck & trailer repair across Greater Cleveland and Columbus","Serves two major Ohio metros (Cleveland and Columbus) — multi-market operation with parts moving between areas.","(no public evidence)","(no public evidence)","Covers both Greater Cleveland and Columbus for truck and trailer repair.",https://www.a1worldtruck.com/repair,"Name/cities/services: search-verified. Phone/email/exact location count: NOT VERIFIED.",Not started,,Verify locations and phone; find owner name
77,B,6,Cleveland Diesel Repair,clevelanddieselrepair.com,Cleveland,OH,,,,,1,"Truck repair; diesel repair","Independent diesel truck repair in the Cleveland freight corridor.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — no specific detail surfaced in search. Do not send until a real personalization point is found.",https://www.clevelanddieselrepair.com/,"Name/city: search-verified. Everything else: NOT VERIFIED.",Not started,,Research site for bays/tenure/services before contacting
78,B,6,Guaranteed Truck Service,guaranteedtruckservice.com,Cleveland,OH,,,,,Multi,"Truck repair and fleet services","Multi-location truck repair and fleet services operation.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — confirm location count and specifics before contacting.",https://guaranteedtruckservice.com/location/cleveland-oh/,"Name/city: search-verified. Everything else: NOT VERIFIED.",Not started,,Verify locations; research personalization point
79,B,6,Refuse Repair & Restoration,refuserepair.com,Detroit,MI,,,,,1,"Michigan diesel engine repair; heavy duty fleet maintenance; refuse truck specialty","Over 60 years of experience with a refuse truck specialty — refuse bodies and hydraulics carry high-value parts and cores distinct from standard truck parts.","Refuse body / hydraulic component channels implied by specialisation","(no public evidence)","Over 60 years of experience specialising in diesel engine repair and heavy-duty fleet maintenance, just off I-94.",https://www.refuserepair.com/,"Name/city/tenure/specialty: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner — LEAD WITH REFUSE BODY/HYDRAULIC PARTS ANGLE
80,B,6,DTW Truck & Trailer Repair,dtwtruckandtrailerrepair.net,Detroit,MI,,,,,1,"Truck & trailer repair serving Detroit","Independent truck and trailer repair in the Detroit metro.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — no specific detail surfaced in search. Do not send until a real personalization point is found.",https://dtwtruckandtrailerrepair.net/,"Name/city: search-verified. Everything else: NOT VERIFIED.",Not started,,Research site for bays/tenure/services before contacting
81,B,6,Brown's Truck Repair,brownstruckrepair.com,Grand Rapids,MI,,,,,Multi,"Heavy-duty diesel truck repair; extends to Fort Wayne IN and multiple Michigan locations","Multi-location across Michigan plus Fort Wayne, Indiana — cross-state parts movement and multiple vendor statements.","(no public evidence)","(no public evidence)","Serves multiple Michigan locations plus Fort Wayne, Indiana from a Grand Rapids base.",https://www.brownstruckrepair.com/repair,"Name/city/multi-location: search-verified. Phone/email/exact count: NOT VERIFIED.",Not started,,Verify location count and phone; find owner name
82,B,6,George's Truck Trailer & Tire Repair,gttrnj.com,Newark,NJ,888-507-7015,,,,1,"HD and medium-duty diesel mechanic services; DOT inspections; mobile truck repair; trailer repair and modifications; box truck and trailer collision","Trailer modifications plus collision work plus tire service — three distinct vendor channels. Located in the Port Newark freight corridor.","Tire manufacturers (casing credit programs) — inferred from tire operations","(no public evidence)","Covers heavy-duty mechanical, trailer modification and box truck collision work in the Port Newark corridor.",https://www.gttrnj.com/ | https://www.gttrnj.com/repairs/box-trucks-trailer-collision-repair,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
83,B,6,R&F Truck Repair,rftruckrepair.com,Newark,NJ,,,,,1,"Preventive maintenance; DOT inspections; collision repair; roadside assistance; fleet services","PM program plus collision work in the Port Newark freight corridor — two separate vendor channels.","(no public evidence)","(no public evidence)","Combines preventive maintenance and DOT work with collision repair in the Newark port corridor.",https://www.rftruckrepair.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
84,B,6,Pro Fleet Repair,profleetrepair.com,Las Vegas,NV,(877) 313-9777,,,,1,"Semi-truck repair; trailer repair; brakes; alignment; DOT inspections; reefer service; electrical diagnostics; preventive maintenance; 24/7 roadside","ASE-certified team covering reefer service (separate high-value vendor channel) plus a PM program, at a fixed Las Vegas address.","Refrigeration unit channels implied by reefer service","(no public evidence)","ASE-certified shop at 4725 S Valley View Blvd covering everything from reefer service to alignment and DOT.",https://profleetrepair.com/,"Name/city/address/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
85,B,6,Kaos Truck & Trailer Repair,roadsidetruckrepair.net,Las Vegas,NV,702-745-2910,,,,1,"Mobile truck repair; all makes and models of big rigs and trailers; 24/7 roadside","All-makes servicing across southern Nevada implies a broad multi-vendor parts mix.","(no public evidence)","(no public evidence)","Services all makes and models of big rigs and trailers across southern Nevada.",https://www.roadsidetruckrepair.net/,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; confirm fixed shop vs mobile-only
86,B,6,CT Truck & Trailer Shop,cttruckshop.com,Phoenix,AZ,,,,,1,"Full-service diesel and HD truck repair; preventive maintenance; DOT inspections; engine, brake and electrical work; in-shop and mobile","Full-service shop with both in-shop and mobile capability covering Phoenix, Glendale, Tempe and Mesa; engine work carries high core values.","(no public evidence)","(no public evidence)","Runs both in-shop and mobile service across Phoenix, Glendale, Tempe and Mesa.",https://cttruckshop.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
87,B,6,OnSite Truck & Equipment Repair AZ,onsitetruckaz.com,Phoenix,AZ,,,,,1,"Light-duty and heavy-duty truck repair; diesel mechanic services; equipment repair; 24/7/365","Family-owned and operated covering both trucks and equipment across the Phoenix metro; equipment work adds hydraulic cores.","(no public evidence)","(no public evidence)","Family-owned and operated, open 24/7, 365 days a year across the Phoenix metro.",https://www.onsitetruckaz.com/ | https://www.onsitetruckaz.com/services,"Name/city/ownership/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
88,B,6,GO-TO Fleet Services,gotofleetservices.com,Phoenix,AZ,,,,,1,"Fleet maintenance; roadside assistance; heavy duty diesel truck repair","Fleet maintenance focus with coverage across I-10, I-17 and Highway 60 — recurring parts volume from fleet contracts.","(no public evidence)","(no public evidence)","Fleet maintenance and roadside coverage spanning I-10, I-17 and Highway 60 out of Phoenix.",https://www.gotofleetservices.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
89,B,6,Diesel Doctors,dieseldoctorsnc.com,Charlotte,NC,704-921-2100,,,,1,"Truck & trailer service; in-shop fleet maintenance; on-site mobile PM maintenance; 24 hour emergency road service","Runs both in-shop fleet maintenance and a mobile PM program — parts move between the shop and service trucks, a classic core-tracking failure point.","(no public evidence)","(no public evidence)","Runs both in-shop fleet maintenance and on-site mobile PM, positioned near the I-85/I-77/I-485 junction.",https://www.dieseldoctorsnc.com/ | https://www.dieseldoctorsnc.com/fleet-maintenance.html,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
90,B,6,Capital Fleet / Xpress Diesel Repair,xpressdiesel.com,Richmond,VA,,,,,1,"Truck & trailer repair services; tires; maintenance","Truck and trailer repair plus tire service (casing credits) in the Richmond I-95 corridor.","Tire manufacturers (casing credit programs) — inferred from tire operations","(no public evidence)","Combines truck and trailer repair with tire service and maintenance in Richmond.",https://www.xpressdiesel.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
91,B,6,Top Level Diesel,topleveldiesel.com,Richmond,VA,,,,,1,"Medium and heavy duty diesel engine repair","Family owned with mechanics having decades of experience on medium and heavy-duty diesel engines — engine work is the highest core-value category.","(no public evidence)","(no public evidence)","Family owned, with mechanics carrying decades of experience on medium and heavy-duty diesel engines.",https://topleveldiesel.com/,"Name/city/ownership/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
92,B,6,Eyre Heavy Duty Fleet Services,eyrehd.com,Glenelg,MD,,,,,1,"Bus repair; truck repair; RV repair; heavy-duty diesel vehicle services; serves MD and DE","Services buses, trucks and RVs across two states — an unusually broad vehicle and vendor mix.","(no public evidence)","(no public evidence)","Handles buses, trucks and RVs across both Maryland and Delaware from a Glenelg base.",https://eyrehd.com/truck-repair-maryland/,"Name/city/services/coverage: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
93,B,6,AJ's Truck & Trailer Center,UNKNOWN,Harrisburg,PA,(717) 671-9115,,,,1,"Towing; transport; heavy-duty truck repair; emergency roadside; preventive maintenance","Heavy-duty repair plus a PM program on the Harrisburg I-81/I-78 freight corridor, one of the densest distribution regions in the Northeast.","(no public evidence)","(no public evidence)","Heavy-duty repair, towing and preventive maintenance at 7760 Allentown Blvd on the Harrisburg freight corridor.",https://www.yelp.com/search?cflt=truckrepair&find_loc=Harrisburg%2C+PA,"Name/city/address/phone: from search summary. Website: NOT FOUND. Email: NOT VERIFIED.",Not started,,Find website; verify phone; find owner name
94,B,6,Innovative Truck Services,innovativetruckservices.com,Allentown,PA,484-477-8251,,,,1,"Truck repair; fleet maintenance; mobile and in-shop teams","Runs BOTH mobile and in-shop teams across the Lehigh Valley — parts moving between shop and trucks is a core-tracking failure point.","(no public evidence)","(no public evidence)","Runs both mobile and in-shop teams covering Allentown, Bethlehem, Easton and a 30-mile Lehigh Valley radius.",https://www.innovativetruckservices.com/,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
95,B,6,Yocum Towing & Recovery,yocumtowing.com,Allentown,PA,,,,,1,"Heavy-duty truck and trailer repair on-site; towing and recovery; diesel technicians","Employs diesel technicians working 7am-1am Monday-Friday — an 18-hour service day implies high throughput and high parts volume.","(no public evidence)","(no public evidence)","Diesel technicians working 7am to 1am Monday through Friday in their own service facility.",https://www.yocumtowing.com/truck-and-trailer-repair,"Name/city/hours/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
96,B,6,A&C Truck Repair LLC,actruckrepair.com,Allentown,PA,,,,,1,"Truck repair","Independent truck repair on the Lehigh Valley freight corridor.","(no public evidence)","(no public evidence)","NEEDS RESEARCH — no specific detail surfaced in search. Do not send until a real personalization point is found.",https://www.actruckrepair.com/,"Name/city: search-verified. Everything else: NOT VERIFIED.",Not started,,Research site for bays/tenure/services before contacting
97,B,6,Complete Fleet Services,completefleetpittsburgh.com,Canonsburg,PA,,,,,1,"Heavy-duty truck repair; commercial fleet services; shop plus mobile within 75 miles","Founded by a technician; serves Pittsburgh and 75 surrounding miles with both shop and mobile service.","(no public evidence)","(no public evidence)","Founded by a technician after years in construction; covers Pittsburgh and 75 miles around it from a Canonsburg shop.",https://www.completefleetpittsburgh.com/,"Name/city/origin/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
98,B,6,Elite Fleet Services,elite-fleetservices.com,Milwaukee,WI,262-497-4353,,,,1,"Mobile commercial fleet truck and trailer repair; 24/7 onsite","Dedicated commercial fleet truck and trailer repair serving Milwaukee and surrounding areas.","(no public evidence)","(no public evidence)","Provides 24/7 onsite commercial fleet truck and trailer repair throughout Milwaukee.",https://www.elite-fleetservices.com/ | https://www.elite-fleetservices.com/company/about,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; confirm fixed shop; find owner name
99,B,6,Diesel Dogs,dieseldogsfuelservice.com,Minneapolis,MN,,,,,1,"Heavy duty truck repair for Class 7 and Class 8; trailer repair; full repair facility","Full repair facility handling everything from an F-750 to a dump truck or tractor trailer; positions as Minnesota's top trailer repair specialist.","(no public evidence)","(no public evidence)","Runs a full repair facility handling everything from a Ford F-750 to dump trucks and tractor trailers.",https://www.dieseldogsfuelservice.com/truck-repair/heavy-duty-truck-repair/ | https://www.dieseldogsfuelservice.com/truck-repair/trailer-repair/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
100,B,6,Bright Fleet Services,brightfleetservices.com,Lakeville,MN,,,,,1,"Scheduled maintenance; trailer repair; truck repair for fleets","Scheduled maintenance programs for fleets mean recurring, predictable, high-volume parts purchasing.","(no public evidence)","(no public evidence)","Runs scheduled maintenance and trailer repair programs for fleets from just south of Lakeville off 35W.",https://www.brightfleetservices.com/ | https://brightfleetservices.com/services/truck-repair,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
101,B,6,Allstate Truck Repair,allstatetruckrepair.us,Chicago,IL,,,,,1,"Full-service truck repair; in-shop repairs on trailers, semis and fleets; mobile truck repair; roadside assistance","Full-service shop plus mobile in the Chicago freight hub — parts moving between shop and service trucks is a core-tracking failure point.","(no public evidence)","(no public evidence)","Runs both in-shop repairs on trailers, semis and fleets and a mobile/roadside operation across Chicago.",https://www.allstatetruckrepair.us/service,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
102,B,6,The Wrench Truck & Trailer Repair,thewrenchrepair.com,Chicago,IL,,,,,1,"Truck repair; trailer repair; mobile repairs; 24/7 emergency","Truck and trailer repair with mobile capability in the Chicago freight hub.","(no public evidence)","(no public evidence)","Combines in-shop truck and trailer repair with mobile service and 24/7 emergency coverage in Chicago.",https://www.thewrenchrepair.com/,"Name/city/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
103,B,6,Indianapolis Truck and Trailer Repair,indianapolistruckandtrailer.com,Indianapolis,IN,765-295-7410,,,,1,"24 hour semi truck and trailer repair; emergency roadside truck repair","24-hour semi and trailer repair in Indianapolis, a major national crossroads freight market.","(no public evidence)","(no public evidence)","Runs 24-hour semi truck and trailer repair plus emergency roadside across Indianapolis.",https://www.indianapolistruckandtrailer.com/,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; find owner name
104,B,6,KC Fleet Care,kcfleetcare.com,Raytown,MO,,,,,1,"Diesel repair services; fleet maintenance","Providing diesel repair for over 15 years with a fleet-focused model in the Kansas City freight market.","(no public evidence)","(no public evidence)","Providing diesel repair services in the Kansas City area for over 15 years from Raytown.",https://www.kcfleetcare.com/,"Name/city/tenure/services: search-verified. Phone/email: NOT VERIFIED.",Not started,,Verify phone; find owner name
105,B,6,TWB Fleet Repair LLC,twbfleet.com,Kansas City,MO,816-536-7057,,,,1,"Mobile diesel mechanic services; 24/7 roadside; towing; preventive maintenance; emergency repairs; buses, trailers, RVs, heavy equipment","Services buses, trailers, RVs AND heavy equipment — a broad vehicle mix means a broad vendor set and more reconciliation surface.","(no public evidence)","(no public evidence)","Covers buses, trailers, RVs and heavy equipment alongside semi trucks across Kansas City.",https://www.twbfleet.com/services/mobile-truck-repair-shop-kansas-city,"Name/city/phone/services: search-verified. Email: NOT VERIFIED.",Not started,,Verify phone; confirm fixed shop; find owner name
